rank,title,artist,image,last week,peak position,weeks on chart,detail,date,weeks at no.1
84,Dirt On My Boots,Jon Pardi,https://charts-static.billboard.com/img/2016/10/jon-pardi-trs-53x53.jpg,92,84,3,up,2017-01-07,
85,Selfish,PnB Rock,https://charts-static.billboard.com/img/2016/10/pnb-rock-f1o-53x53.jpg,96,81,7,up,2017-01-07,
86,You're Welcome,Dwayne Johnson,Not supported yet,97,83,4,up,2017-01-07,
87,Fresh Eyes,Andy Grammer,https://charts-static.billboard.com/img/2016/08/andy-grammer-oyn-53x53.jpg,88,59,12,up,2017-01-07,
88,Sleep Without You,Brett Young,https://charts-static.billboard.com/img/2016/03/brett-young-9rw-53x53.jpg,86,47,15,down,2017-01-07,
89,She's Mine Pt.1,J. Cole,https://charts-static.billboard.com/img/2016/12/j-cole-s1s-53x53.jpg,22,22,2,down,2017-01-07,
90,Ville Mentality,J. Cole,https://charts-static.billboard.com/img/2016/12/j-cole-s1s-53x53.jpg,24,24,2,down,2017-01-07,
91,OTW,DJ Luke Nasty,https://charts-static.billboard.com/img/2016/08/dj-luke-nasty-p0m-53x53.jpg,,,,new,2017-01-07,
92,Red Opps,21 Savage,https://charts-static.billboard.com/img/2016/08/21-savage-jjg-53x53.jpg,,,,new,2017-01-07,
93,For Whom The Bell Tolls,J. Cole,https://charts-static.billboard.com/img/2016/12/j-cole-s1s-53x53.jpg,23,23,2,down,2017-01-07,
94,Six Feet Under,The Weeknd,https://charts-static.billboard.com/img/2016/12/the-weeknd-gvx-53x53.jpg,81,34,4,down,2017-01-07,
95,Reminder,The Weeknd,https://charts-static.billboard.com/img/2016/12/the-weeknd-gvx-53x53.jpg,78,31,4,down,2017-01-07,
96,Play That Song,Train,https://charts-static.billboard.com/img/2016/10/train-z35-53x53.jpg,87,77,4,down,2017-01-07,
97,Sidewalks,The Weeknd Featuring Kendrick Lamar,https://charts-static.billboard.com/img/2016/12/the-weeknd-gvx-53x53.jpg,82,27,4,down,2017-01-07,
98,Foldin Clothes,J. Cole,https://charts-static.billboard.com/img/2016/12/j-cole-s1s-53x53.jpg,30,30,2,down,2017-01-07,
99,Swang,Rae Sremmurd,https://charts-static.billboard.com/img/2016/12/rae-sremmurd-f07-53x53.jpg,,,,new,2017-01-07,
100,Versace On The Floor,Bruno Mars,https://charts-static.billboard.com/img/2016/11/bruno-mars-va7-53x53.jpg,-,98,2,re-entry,2017-01-07,
1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,https://charts-static.billboard.com/img/2016/09/rae-sremmurd-f07-53x53.jpg,2,1,16,up,2017-01-14,
2,Bad And Boujee,Migos Featuring Lil Uzi Vert,https://charts-static.billboard.com/img/2016/11/migos-apk-53x53.jpg,13,2,7,up,2017-01-14,
3,Starboy,The Weeknd Featuring Daft Punk,https://charts-static.billboard.com/img/2016/10/the-weeknd-gvx-53x53.jpg,1,1,15,down,2017-01-14,
4,Closer,The Chainsmokers Featuring Halsey,https://charts-static.billboard.com/img/2016/08/the-chainsmokers-9iv-53x53.jpg,3,1,22,down,2017-01-14,
5,24K Magic,Bruno Mars,https://charts-static.billboard.com/img/2016/10/bruno-mars-va7-53x53.jpg,4,4,12,down,2017-01-14,
6,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,Not supported yet,5,5,14,down,2017-01-14,
7,Side To Side,Ariana Grande Featuring Nicki Minaj,https://charts-static.billboard.com/img/2016/06/ariana-grande-ypy-53x53.jpg,6,4,18,down,2017-01-14,
8,Let Me Love You,DJ Snake Featuring Justin Bieber,https://charts-static.billboard.com/img/2016/08/dj-snake-ncv-53x53.jpg,7,4,21,down,2017-01-14,
9,Fake Love,Drake,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,10,9,10,up,2017-01-14,
10,Broccoli,D.R.A.M. Featuring Lil Yachty,https://charts-static.billboard.com/img/2016/04/dram-fpd-53x53.jpg,15,5,29,up,2017-01-14,
11,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,https://charts-static.billboard.com/img/2016/10/maroon-5-9st-53x53.jpg,8,7,12,down,2017-01-14,
12,Bad Things,Machine Gun Kelly x Camila Cabello,https://charts-static.billboard.com/img/2016/10/machine-gun-kelly-8m6-53x53.jpg,9,9,9,down,2017-01-14,
13,Heathens,twenty one pilots,https://charts-static.billboard.com/img/2016/07/twenty-one-pilots-840-53x53.jpg,12,2,28,down,2017-01-14,
14,Caroline,Amine,https://charts-static.billboard.com/img/2016/04/amine-2jr-53x53.jpg,11,11,17,down,2017-01-14,
15,Scars To Your Beautiful,Alessia Cara,https://charts-static.billboard.com/img/2016/08/alessia-cara-9x8-53x53.jpg,14,13,18,down,2017-01-14,
16,All Time Low,Jon Bellion,https://charts-static.billboard.com/img/2015/05/jon-bellion-u8c-53x53.jpg,24,16,12,up,2017-01-14,
17,Mercy,Shawn Mendes,https://charts-static.billboard.com/img/2016/09/shawn-mendes-drf-53x53.jpg,28,17,15,up,2017-01-14,
18,Starving,Hailee Steinfeld & Grey Featuring Zedd,https://charts-static.billboard.com/img/2016/08/hailee-steinfeld-bg5-53x53.jpg,17,12,22,down,2017-01-14,
19,OOOUUU,Young M.A,https://charts-static.billboard.com/img/2016/08/young-ma-kjf-53x53.jpg,19,19,18,same,2017-01-14,
20,This Town,Niall Horan,https://charts-static.billboard.com/img/2016/10/niall-horan-5to-53x53.jpg,37,20,14,up,2017-01-14,
21,Bounce Back,Big Sean,https://charts-static.billboard.com/img/2016/11/big-sean-820-53x53.jpg,21,21,8,same,2017-01-14,
22,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,https://charts-static.billboard.com/img/2016/12/zayn-p59-53x53.jpg,18,6,3,down,2017-01-14,
23,Love On The Brain,Rihanna,https://charts-static.billboard.com/img/2016/02/rihanna-v3t-53x53.jpg,20,20,11,down,2017-01-14,
24,Treat You Better,Shawn Mendes,https://charts-static.billboard.com/img/2016/06/shawn-mendes-drf-53x53.jpg,26,6,30,up,2017-01-14,
25,Can't Stop The Feeling!,Justin Timberlake,https://charts-static.billboard.com/img/2016/05/justin-timberlake-wmm-53x53.jpg,32,1,34,up,2017-01-14,
26,In The Name Of Love,Martin Garrix & Bebe Rexha,https://charts-static.billboard.com/img/2016/08/martin-garrix-bo3-53x53.jpg,30,24,20,up,2017-01-14,
27,The Greatest,Sia Featuring Kendrick Lamar,https://charts-static.billboard.com/img/2016/09/sia-5kn-53x53.jpg,22,18,17,down,2017-01-14,
28,Blue Ain't Your Color,Keith Urban,https://charts-static.billboard.com/img/2016/08/keith-urban-t54-53x53.jpg,33,24,16,up,2017-01-14,
29,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,https://charts-static.billboard.com/img/2016/07/rob-stone-sen-53x53.jpg,39,29,22,up,2017-01-14,
30,Cheap Thrills,Sia Featuring Sean Paul,https://charts-static.billboard.com/img/2016/01/sia-5kn-53x53.jpg,36,1,46,up,2017-01-14,
31,I Hate U I Love U,gnash Featuring Olivia O'Brien,https://charts-static.billboard.com/img/2016/01/gnash-alj-53x53.jpg,31,10,37,same,2017-01-14,
32,Hallelujah,Pentatonix,https://charts-static.billboard.com/img/2016/11/pentatonix-5l7-53x53.jpg,23,23,10,down,2017-01-14,
33,Careless Whisper,Wham! Featuring George Michael,https://charts-static.billboard.com/img/1984/12/wham-usx-53x53.jpg,-,1,22,re-entry,2017-01-14,
34,I Feel It Coming,The Weeknd Featuring Daft Punk,https://charts-static.billboard.com/img/2016/12/the-weeknd-gvx-53x53.jpg,25,22,6,down,2017-01-14,
35,All I Want For Christmas Is You,Mariah Carey,https://charts-static.billboard.com/img/1994/12/mariah-carey-tgq-53x53.jpg,16,11,19,down,2017-01-14,
36,X,21 Savage & Metro Boomin Featuring Future,https://charts-static.billboard.com/img/2016/08/21-savage-jjg-53x53.jpg,43,36,16,up,2017-01-14,
37,Don't Let Me Down,The Chainsmokers Featuring Daya,https://charts-static.billboard.com/img/2016/02/the-chainsmokers-39n-53x53.jpg,34,3,46,down,2017-01-14,
38,Cold Water,Major Lazer Featuring Justin Bieber & MO,https://charts-static.billboard.com/img/2016/08/major-lazer-gnw-53x53.jpg,38,2,23,same,2017-01-14,
39,Love Me Now,John Legend,https://charts-static.billboard.com/img/2016/10/john-legend-xtz-53x53.jpg,40,23,10,up,2017-01-14,
40,Unsteady,X Ambassadors,https://charts-static.billboard.com/img/2015/10/x-ambassadors-qav-53x53.jpg,42,20,33,up,2017-01-14,
41,Last Christmas,Wham!,https://charts-static.billboard.com/img/1998/01/wham-usx-53x53.jpg,50,41,2,up,2017-01-14,
42,You Was Right,Lil Uzi Vert,https://charts-static.billboard.com/img/2016/06/lil-uzi-vert-mre-53x53.jpg,52,42,25,up,2017-01-14,
43,No Heart,21 Savage & Metro Boomin,https://charts-static.billboard.com/img/2016/08/21-savage-jjg-53x53.jpg,53,43,10,up,2017-01-14,
44,Water Under The Bridge,Adele,https://charts-static.billboard.com/img/2015/12/adele-hdy-53x53.jpg,51,44,8,up,2017-01-14,
45,May We All,Florida Georgia Line Featuring Tim McGraw,https://charts-static.billboard.com/img/2016/08/florida-georgia-line-jau-53x53.jpg,60,30,18,up,2017-01-14,
46,Deja Vu,J. Cole,https://charts-static.billboard.com/img/2016/12/j-cole-s1s-53x53.jpg,35,7,3,down,2017-01-14,
47,Faith,George Michael,https://charts-static.billboard.com/img/1987/10/george-michael-6b3-53x53.jpg,-,1,21,re-entry,2017-01-14,
48,Wanna Be That Song,Brett Eldredge,https://charts-static.billboard.com/img/2015/09/brett-eldredge-jia-53x53.jpg,62,48,13,up,2017-01-14,
49,How Far I'll Go,Auli'i Cravalho,Not supported yet,56,49,5,up,2017-01-14,
50,Say You Won't Let Go,James Arthur,https://charts-static.billboard.com/img/2016/10/james-arthur-p5t-53x53.jpg,61,50,10,up,2017-01-14,
51,Selfish,PnB Rock,https://charts-static.billboard.com/img/2016/10/pnb-rock-f1o-53x53.jpg,85,51,8,up,2017-01-14,
52,Used To This,Future Featuring Drake,https://charts-static.billboard.com/img/2016/11/future-l22-53x53.jpg,55,14,8,up,2017-01-14,
53,Party Monster,The Weeknd,https://charts-static.billboard.com/img/2016/12/the-weeknd-gvx-53x53.jpg,49,16,6,down,2017-01-14,
54,Dirty Laundry,Carrie Underwood,https://charts-static.billboard.com/img/2015/11/carrie-underwood-ko6-53x53.jpg,66,54,11,up,2017-01-14,
55,Better Man,Little Big Town,https://charts-static.billboard.com/img/2016/11/little-big-town-z2a-53x53.jpg,64,53,9,up,2017-01-14,
56,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,https://charts-static.billboard.com/img/2016/09/dj-esco-jqu-53x53.jpg,63,56,19,up,2017-01-14,
57,Both,Gucci Mane Featuring Drake,https://charts-static.billboard.com/img/2017/01/gucci-mane-fyx-53x53.jpg,41,41,2,down,2017-01-14,
58,Party,Chris Brown Featuring Usher & Gucci Mane,https://charts-static.billboard.com/img/2016/12/chris-brown-cte-53x53.jpg,58,58,2,same,2017-01-14,
59,Star Of The Show,Thomas Rhett,https://charts-static.billboard.com/img/2016/10/thomas-rhett-r0o-53x53.jpg,76,59,9,up,2017-01-14,
60,A Guy With A Girl,Blake Shelton,https://charts-static.billboard.com/img/2016/10/blake-shelton-22w-53x53.jpg,71,60,7,up,2017-01-14,
61,Neighbors,J. Cole,https://charts-static.billboard.com/img/2016/12/j-cole-s1s-53x53.jpg,54,13,3,down,2017-01-14,
62,Sleep Without You,Brett Young,https://charts-static.billboard.com/img/2016/03/brett-young-9rw-53x53.jpg,88,47,16,up,2017-01-14,
63,Chantaje,Shakira Featuring Maluma,https://charts-static.billboard.com/img/2016/11/shakira-mhe-53x53.jpg,65,63,7,up,2017-01-14,
64,Dirt On My Boots,Jon Pardi,https://charts-static.billboard.com/img/2016/10/jon-pardi-trs-53x53.jpg,84,64,4,up,2017-01-14,
65,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,https://charts-static.billboard.com/img/2016/06/young-thug-288-53x53.jpg,74,43,20,up,2017-01-14,
66,Sneakin',Drake Featuring 21 Savage,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,69,28,10,up,2017-01-14,
67,HandClap,Fitz And The Tantrums,Not supported yet,77,63,14,up,2017-01-14,
68,Immortal,J. Cole,https://charts-static.billboard.com/img/2016/12/j-cole-s1s-53x53.jpg,59,11,3,down,2017-01-14,
69,How Far I'll Go,Alessia Cara,https://charts-static.billboard.com/img/2016/11/alessia-cara-9x8-53x53.jpg,81,69,4,up,2017-01-14,
70,How I'll Always Be,Tim McGraw,https://charts-static.billboard.com/img/2016/07/tim-mcgraw-j7r-53x53.jpg,78,70,11,up,2017-01-14,
71,Moves,Big Sean,https://charts-static.billboard.com/img/2017/01/big-sean-820-53x53.jpg,,,,new,2017-01-14,
72,Song For Another Time,Old Dominion,https://charts-static.billboard.com/img/2016/06/old-dominion-wac-53x53.jpg,73,59,14,up,2017-01-14,
73,You're Welcome,Dwayne Johnson,Not supported yet,86,73,5,up,2017-01-14,
74,OTW,DJ Luke Nasty,https://charts-static.billboard.com/img/2016/08/dj-luke-nasty-p0m-53x53.jpg,91,74,2,up,2017-01-14,
75,Red Opps,21 Savage,https://charts-static.billboard.com/img/2016/08/21-savage-jjg-53x53.jpg,92,75,2,up,2017-01-14,
76,Swang,Rae Sremmurd,https://charts-static.billboard.com/img/2016/12/rae-sremmurd-f07-53x53.jpg,99,76,2,up,2017-01-14,
77,Make Me (Cry),Noah Cyrus Featuring Labrinth,https://charts-static.billboard.com/img/2016/12/noah-cyrus-c57-53x53.jpg,75,75,3,down,2017-01-14,
78,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,https://charts-static.billboard.com/img/2016/11/clean-bandit-ywv-53x53.jpg,79,78,4,up,2017-01-14,
79,Seein' Red,Dustin Lynch,https://charts-static.billboard.com/img/2016/07/dustin-lynch-wz1-53x53.jpg,,,,new,2017-01-14,
80,iSpy,KYLE Featuring Lil Yachty,https://charts-static.billboard.com/img/2016/12/kyle-fdr-53x53.jpg,,,,new,2017-01-14,
81,Play That Song,Train,https://charts-static.billboard.com/img/2016/10/train-z35-53x53.jpg,96,77,5,up,2017-01-14,
82,Kill A Word,Eric Church Featuring Rhiannon Giddens,https://charts-static.billboard.com/img/2016/09/eric-church-3cj-53x53.jpg,-,82,3,re-entry,2017-01-14,
83,Million Reasons,Lady Gaga,https://charts-static.billboard.com/img/2016/10/lady-gaga-gyl-53x53.jpg,70,52,8,down,2017-01-14,
84,Alone,Marshmello,https://charts-static.billboard.com/img/2016/05/marshmello-9ph-53x53.jpg,80,80,5,down,2017-01-14,
85,Goosebumps,Travis Scott,https://charts-static.billboard.com/img/2016/09/travis-scott-jll-53x53.jpg,-,85,8,re-entry,2017-01-14,
86,My Sh*t,A Boogie Wit da Hoodie,https://charts-static.billboard.com/img/2016/07/a-boogie-wit-da-hoodie-89d-53x53.jpg,-,86,10,re-entry,2017-01-14,
87,Redbone,Childish Gambino,https://charts-static.billboard.com/img/2016/12/childish-gambino-f0k-53x53.jpg,68,48,5,down,2017-01-14,
88,All We Know,The Chainsmokers Featuring Phoebe Ryan,https://charts-static.billboard.com/img/2016/10/the-chainsmokers-39n-53x53.jpg,82,18,13,down,2017-01-14,
