rank,title,artist,image,last week,peak position,weeks on chart,detail,date,weeks at no.1
44,Stay,Sugarland,https://charts-static.billboard.com/img/2007/09/sugarland-661-53x53.jpg,40,32,11,down,2008-01-05,
45,Rockstar,Nickelback,https://charts-static.billboard.com/img/2006/07/nickelback-5lu-53x53.jpg,49,6,46,up,2008-01-05,
46,Bed,J. Holiday,https://charts-static.billboard.com/img/2007/06/j-holiday-enm-53x53.jpg,43,5,23,down,2008-01-05,
47,If I Had Eyes,Jack Johnson,https://charts-static.billboard.com/img/2007/12/jack-johnson-69r-53x53.jpg,63,47,2,up,2008-01-05,
48,Sorry,Buckcherry,https://charts-static.billboard.com/img/2007/10/buckcherry-o0u-53x53.jpg,59,48,3,up,2008-01-05,
49,Who Knew,P!nk,https://charts-static.billboard.com/img/2017/04/pnk-53x53.jpg,44,9,29,down,2008-01-05,
50,Shawty Is A 10,The-Dream,https://charts-static.billboard.com/img/2007/06/the-dream-8ca-53x53.jpg,32,17,16,down,2008-01-05,
51,Shoulda Let You Go,Keyshia Cole Introducing Amina,https://charts-static.billboard.com/img/2007/09/keyshia-cole-3ov-53x53.jpg,50,41,13,down,2008-01-05,
52,Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",https://charts-static.billboard.com/img/2007/08/dj-felli-fel-tvb-53x53.jpg,51,41,7,down,2008-01-05,
53,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,https://charts-static.billboard.com/img/2007/08/billy-ray-cyrus-24t-53x53.jpg,58,53,14,up,2008-01-05,
54,Don't Blink,Kenny Chesney,https://charts-static.billboard.com/img/2017/06/kenny-chesney-53x53.jpg,48,29,16,down,2008-01-05,
55,The Pretender,Foo Fighters,https://charts-static.billboard.com/img/2007/08/foo-fighters-vm6-53x53.jpg,60,37,20,up,2008-01-05,
56,Fake It,Seether,https://charts-static.billboard.com/img/2007/09/seether-tje-53x53.jpg,61,56,12,up,2008-01-05,
57,Hero/Heroine,Boys Like Girls,https://charts-static.billboard.com/img/2007/11/boys-like-girls-9nc-53x53.jpg,79,57,3,up,2008-01-05,
58,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,https://charts-static.billboard.com/img/2007/10/webbie-s51-53x53.jpg,64,58,5,up,2008-01-05,
59,Soulja Girl,Soulja Boy Tell'em Featuring I-15,https://charts-static.billboard.com/img/2007/09/soulja-boy-4vz-53x53.jpg,52,32,12,down,2008-01-05,
60,See You Again,Miley Cyrus,https://charts-static.billboard.com/img/2007/11/miley-cyrus-clj-53x53.jpg,78,60,3,up,2008-01-05,
61,Calabria 2008,Enur Featuring Natasja,https://charts-static.billboard.com/img/2007/10/enur-kl0-53x53.jpg,68,61,6,up,2008-01-05,
62,This Christmas,Chris Brown,https://charts-static.billboard.com/img/2007/12/chris-brown-cte-53x53.jpg,74,62,5,up,2008-01-05,
63,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,https://charts-static.billboard.com/img/2007/07/cassidy-wgd-53x53.jpg,55,33,15,down,2008-01-05,
64,Superstar,Lupe Fiasco Featuring Matthew Santos,https://charts-static.billboard.com/img/2007/10/lupe-fiasco-pvm-53x53.jpg,76,64,2,up,2008-01-05,
65,Gimme More,Britney Spears,https://charts-static.billboard.com/img/2007/09/britney-spears-s89-53x53.jpg,69,3,16,up,2008-01-05,
66,1234,Feist,https://charts-static.billboard.com/img/2007/05/feist-41w-53x53.jpg,70,8,13,up,2008-01-05,
67,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,https://charts-static.billboard.com/img/2007/08/50-cent-9ay-53x53.jpg,54,5,20,down,2008-01-05,
68,So Small,Carrie Underwood,https://charts-static.billboard.com/img/2007/08/carrie-underwood-ko6-53x53.jpg,57,17,19,down,2008-01-05,
69,Letter To Me,Brad Paisley,https://charts-static.billboard.com/img/2007/10/brad-paisley-ws4-53x53.jpg,65,63,6,down,2008-01-05,
70,The Chipmunk Song (Christmas Don't Be Late) (2007),Alvin And The Chipmunks,https://charts-static.billboard.com/img/2007/12/alvin-and-the-chipmunks-2ls-53x53.jpg,,,,new,2008-01-05,
71,Firecracker,Josh Turner,https://charts-static.billboard.com/img/2007/07/josh-turner-ru7-53x53.jpg,53,50,15,down,2008-01-05,
72,Baby Don't Go,Fabolous Featuring Jermaine Dupri,https://charts-static.billboard.com/img/2007/08/fabolous-3lg-53x53.jpg,67,23,17,down,2008-01-05,
73,Won't Go Home Without You,Maroon 5,https://charts-static.billboard.com/img/2007/12/maroon-5-9st-53x53.jpg,84,73,2,up,2008-01-05,
74,Winner At A Losing Game,Rascal Flatts,https://charts-static.billboard.com/img/2007/10/rascal-flatts-o8u-53x53.jpg,66,61,9,down,2008-01-05,
75,What Do Ya Think About That,Montgomery Gentry,https://charts-static.billboard.com/img/2007/08/montgomery-gentry-k16-53x53.jpg,62,59,12,down,2008-01-05,
76,How 'Bout Them Cowgirls,George Strait,https://charts-static.billboard.com/img/2007/08/george-strait-6xj-53x53.jpg,56,49,16,down,2008-01-05,
77,Watching Airplanes,Gary Allan,https://charts-static.billboard.com/img/2007/08/gary-allan-ncl-53x53.jpg,73,73,9,down,2008-01-05,
78,Work That,Mary J. Blige,https://charts-static.billboard.com/img/2007/12/mary-j-blige-hn0-53x53.jpg,100,65,4,up,2008-01-05,
79,Stop And Stare,OneRepublic,https://charts-static.billboard.com/img/2007/12/onerepublic-bjw-53x53.jpg,98,79,2,up,2008-01-05,
80,Crying Out For Me,Mario,https://charts-static.billboard.com/img/2007/09/mario-bu9-53x53.jpg,75,75,4,down,2008-01-05,
81,Everybody,Keith Urban,https://charts-static.billboard.com/img/2007/09/keith-urban-t54-53x53.jpg,71,66,12,down,2008-01-05,
82,Freaky Gurl,Gucci Mane,https://charts-static.billboard.com/img/2007/05/gucci-mane-fyx-53x53.jpg,77,62,14,down,2008-01-05,
83,crushcrushcrush,Paramore,https://charts-static.billboard.com/img/2007/11/paramore-teo-53x53.jpg,93,83,2,up,2008-01-05,
84,I Remember,Keyshia Cole,https://charts-static.billboard.com/img/2007/10/keyshia-cole-3ov-53x53.jpg,80,80,2,down,2008-01-05,
85,S.O.S.,Jonas Brothers,https://charts-static.billboard.com/img/2007/08/jonas-brothers-m8u-53x53.jpg,91,17,20,up,2008-01-05,
86,Pictures Of You,The Last Goodnight,https://charts-static.billboard.com/img/2007/08/the-last-goodnight-6ef-53x53.jpg,83,77,11,down,2008-01-05,
87,The Way I Am,Ingrid Michaelson,https://charts-static.billboard.com/img/2007/10/ingrid-michaelson-k7e-53x53.jpg,88,37,9,up,2008-01-05,
88,Cleaning This Gun (Come On In Boy),Rodney Atkins,https://charts-static.billboard.com/img/2007/10/rodney-atkins-r4o-53x53.jpg,89,88,5,up,2008-01-05,
89,Fly Like Me,Chingy Featuring Amerie,https://charts-static.billboard.com/img/2007/11/chingy-pez-53x53.jpg,,,,new,2008-01-05,
90,Do You Hear What I Hear,Carrie Underwood,https://charts-static.billboard.com/img/2007/12/carrie-underwood-ko6-53x53.jpg,,,,new,2008-01-05,
91,Me Enamora,Juanes,https://charts-static.billboard.com/img/2017/06/juanes-53x53.jpg,97,69,14,up,2008-01-05,
92,The Anthem,Pitbull Featuring Lil Jon,https://charts-static.billboard.com/img/2007/11/pitbull-odu-53x53.jpg,,,,new,2008-01-05,
93,Falling In Love At A Coffee Shop,Landon Pigg,https://charts-static.billboard.com/img/2007/12/landon-pigg-c51-53x53.jpg,,,,new,2008-01-05,
94,What Is It,Baby Bash Featuring Sean Kingston,https://charts-static.billboard.com/img/2007/11/baby-bash-kcz-53x53.jpg,,,,new,2008-01-05,
95,International Harvester,Craig Morgan,https://charts-static.billboard.com/img/2007/09/craig-morgan-u5x-53x53.jpg,96,95,4,up,2008-01-05,
96,Stealing Cinderella,Chuck Wicks,https://charts-static.billboard.com/img/2007/09/chuck-wicks-dqk-53x53.jpg,94,90,6,down,2008-01-05,
97,He Said She Said,Ashley Tisdale,https://charts-static.billboard.com/img/2007/01/ashley-tisdale-tw1-53x53.jpg,-,77,3,re-entry,2008-01-05,
98,Fall,Clay Walker,https://charts-static.billboard.com/img/2007/04/clay-walker-ea6-53x53.jpg,81,55,16,down,2008-01-05,
99,Nothin' Better To Do,LeAnn Rimes,https://charts-static.billboard.com/img/2007/06/leann-rimes-4xc-53x53.jpg,85,73,13,down,2008-01-05,
100,Go Girl,Pitbull Featuring Trina & Young Bo$$,https://charts-static.billboard.com/img/2007/11/pitbull-odu-53x53.jpg,-,92,3,re-entry,2008-01-05,
1,Low,Flo Rida Featuring T-Pain,https://charts-static.billboard.com/img/2007/09/flo-rida-8v1-53x53.jpg,1,1,10,same,2008-01-12,2
2,No One,Alicia Keys,https://charts-static.billboard.com/img/2007/09/alicia-keys-xkr-53x53.jpg,2,1,17,same,2008-01-12,
3,Apologize,Timbaland Featuring OneRepublic,https://charts-static.billboard.com/img/2016/11/timbaland-53x53.jpg,3,2,22,same,2008-01-12,
4,Kiss Kiss,Chris Brown Featuring T-Pain,https://charts-static.billboard.com/img/2007/08/chris-brown-cte-53x53.jpg,4,1,16,same,2008-01-12,
5,Crank That (Soulja Boy),Soulja Boy Tell'em,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-53x53.jpg,11,1,25,up,2008-01-12,
6,Clumsy,Fergie,https://charts-static.billboard.com/img/2007/10/fergie-8pu-53x53.jpg,5,5,12,down,2008-01-12,
7,Bubbly,Colbie Caillat,https://charts-static.billboard.com/img/1840/12/colbie-caillat-p3m-53x53.jpg,7,5,27,same,2008-01-12,
8,Paralyzer,Finger Eleven,https://charts-static.billboard.com/img/2006/12/finger-eleven-7ug-53x53.jpg,6,6,30,down,2008-01-12,
9,Love Song,Sara Bareilles,https://charts-static.billboard.com/img/1840/12/sara-bareilles-7da-53x53.jpg,9,9,9,same,2008-01-12,
10,Tattoo,Jordin Sparks,https://charts-static.billboard.com/img/2007/09/jordin-sparks-v2k-53x53.jpg,8,8,14,down,2008-01-12,
11,Cyclone,Baby Bash Featuring T-Pain,https://charts-static.billboard.com/img/2007/06/baby-bash-kcz-53x53.jpg,13,7,23,up,2008-01-12,
12,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",https://charts-static.billboard.com/img/2007/09/wyclef-jean-wpq-53x53.jpg,12,12,16,same,2008-01-12,
13,Take You There,Sean Kingston,https://charts-static.billboard.com/img/2007/10/sean-kingston-qzx-53x53.jpg,15,13,9,up,2008-01-12,
14,Stronger,Kanye West,https://charts-static.billboard.com/img/2007/07/kanye-west-irm-53x53.jpg,20,1,23,up,2008-01-12,
15,Hate That I Love You,Rihanna Featuring Ne-Yo,https://charts-static.billboard.com/img/2007/09/rihanna-v3t-53x53.jpg,10,7,18,down,2008-01-12,
16,Good Life,Kanye West Featuring T-Pain,https://charts-static.billboard.com/img/2007/09/kanye-west-irm-53x53.jpg,14,7,16,down,2008-01-12,
17,Our Song,Taylor Swift,https:https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,26,17,14,up,2008-01-12,
18,With You,Chris Brown,https://charts-static.billboard.com/img/2007/12/chris-brown-cte-53x53.jpg,16,16,5,down,2008-01-12,
19,Teardrops On My Guitar,Taylor Swift,https://charts-static.billboard.com/img/2007/02/taylor-swift-p7u-teardrops-on-my-guitar-nq6-53x53.jpg,23,19,30,up,2008-01-12,
20,Love Like This,Natasha Bedingfield Featuring Sean Kingston,https://charts-static.billboard.com/img/2007/10/natasha-bedingfield-z7w-53x53.jpg,18,18,11,down,2008-01-12,
21,Big Girls Don't Cry,Fergie,https://charts-static.billboard.com/img/2007/05/fergie-8pu-53x53.jpg,39,1,37,up,2008-01-12,
22,Hypnotized,Plies Featuring Akon,https://charts-static.billboard.com/img/2007/09/plies-yvr-53x53.jpg,17,14,14,down,2008-01-12,
23,Rockstar,Nickelback,https://charts-static.billboard.com/img/2006/07/nickelback-5lu-53x53.jpg,45,6,47,up,2008-01-12,
24,How Far We've Come,matchbox twenty,https://charts-static.billboard.com/img/2007/08/matchbox-twenty-cm2-53x53.jpg,30,11,18,up,2008-01-12,
25,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,https://charts-static.billboard.com/img/2007/08/good-charlotte-s8n-53x53.jpg,32,25,17,up,2008-01-12,
26,Misery Business,Paramore,https://charts-static.billboard.com/img/2007/06/paramore-teo-53x53.jpg,31,26,24,up,2008-01-12,
27,Shadow Of The Day,Linkin Park,https://charts-static.billboard.com/img/2007/08/linkin-park-brd-53x53.jpg,28,27,8,up,2008-01-12,
28,Piece Of Me,Britney Spears,https://charts-static.billboard.com/img/2007/11/britney-spears-s89-53x53.jpg,21,21,9,down,2008-01-12,
29,The Way I Are,Timbaland Featuring Keri Hilson,https://charts-static.billboard.com/img/2007/05/timbaland-3i9-53x53.jpg,25,3,31,down,2008-01-12,
30,Into The Night,Santana Featuring Chad Kroeger,https://charts-static.billboard.com/img/2007/09/santana-fo5-53x53.jpg,33,30,13,up,2008-01-12,
31,Over You,Daughtry,https://charts-static.billboard.com/img/2007/08/daughtry-uco-53x53.jpg,37,18,21,up,2008-01-12,
32,I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",https://charts-static.billboard.com/img/2007/07/dj-khaled-igg-53x53.jpg,38,19,16,up,2008-01-12,
33,Don't Stop The Music,Rihanna,https://charts-static.billboard.com/img/2007/07/rihanna-v3t-53x53.jpg,34,33,6,up,2008-01-12,
34,Just Fine,Mary J. Blige,https://charts-static.billboard.com/img/2007/10/mary-j-blige-hn0-53x53.jpg,22,22,11,down,2008-01-12,
35,Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,https://charts-static.billboard.com/img/2007/07/playaz-circle-d9q-53x53.jpg,29,15,15,down,2008-01-12,
36,Wake Up Call,Maroon 5,https://charts-static.billboard.com/img/2007/08/maroon-5-9st-53x53.jpg,40,19,21,up,2008-01-12,
37,Like You'll Never See Me Again,Alicia Keys,https://charts-static.billboard.com/img/2007/11/alicia-keys-xkr-53x53.jpg,19,13,8,down,2008-01-12,
38,Pop Bottles,Birdman Featuring Lil Wayne,https://charts-static.billboard.com/img/2007/08/birdman-ium-53x53.jpg,42,38,9,up,2008-01-12,
39,Sensual Seduction,Snoop Dogg,https://charts-static.billboard.com/img/2007/11/snoop-dogg-7vk-53x53.jpg,27,27,5,down,2008-01-12,
40,S.O.S.,Jonas Brothers,https://charts-static.billboard.com/img/2007/08/jonas-brothers-m8u-53x53.jpg,85,17,21,up,2008-01-12,
41,Stay,Sugarland,https://charts-static.billboard.com/img/2007/09/sugarland-661-53x53.jpg,44,32,12,up,2008-01-12,
42,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,https://charts-static.billboard.com/img/2007/08/billy-ray-cyrus-24t-53x53.jpg,53,42,15,up,2008-01-12,
43,Hero/Heroine,Boys Like Girls,https://charts-static.billboard.com/img/2007/11/boys-like-girls-9nc-53x53.jpg,57,43,4,up,2008-01-12,
44,Sorry,Buckcherry,https://charts-static.billboard.com/img/2007/10/buckcherry-o0u-53x53.jpg,48,44,4,up,2008-01-12,
45,Can't Help But Wait,Trey Songz,https://charts-static.billboard.com/img/2007/08/trey-songz-kc8-53x53.jpg,24,14,15,down,2008-01-12,
46,Suffocate,J. Holiday,https://charts-static.billboard.com/img/2007/10/j-holiday-enm-53x53.jpg,35,35,8,down,2008-01-12,
47,Who Knew,P!nk,https://charts-static.billboard.com/img/2017/04/pnk-53x53.jpg,49,9,30,up,2008-01-12,
48,See You Again,Miley Cyrus,https://charts-static.billboard.com/img/2007/11/miley-cyrus-clj-53x53.jpg,60,48,4,up,2008-01-12,
49,Flashing Lights,Kanye West Featuring Dwele,https://charts-static.billboard.com/img/2007/10/kanye-west-irm-53x53.jpg,36,36,6,down,2008-01-12,
50,Soulja Girl,Soulja Boy Tell'em Featuring I-15,https://charts-static.billboard.com/img/2007/09/soulja-boy-4vz-53x53.jpg,59,32,13,up,2008-01-12,
51,Girlfriend,Bow Wow & Omarion,https://charts-static.billboard.com/img/2007/11/bow-wow-ywr-53x53.jpg,41,33,9,down,2008-01-12,
52,Don't Blink,Kenny Chesney,https://charts-static.billboard.com/img/2017/06/kenny-chesney-53x53.jpg,54,29,17,up,2008-01-12,
53,Gimme More,Britney Spears,https://charts-static.billboard.com/img/2007/09/britney-spears-s89-53x53.jpg,65,3,17,up,2008-01-12,
54,crushcrushcrush,Paramore,https://charts-static.billboard.com/img/2007/11/paramore-teo-53x53.jpg,83,54,3,up,2008-01-12,
55,So Small,Carrie Underwood,https://charts-static.billboard.com/img/2007/08/carrie-underwood-ko6-53x53.jpg,68,17,20,up,2008-01-12,
56,Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",https://charts-static.billboard.com/img/2007/08/dj-felli-fel-tvb-53x53.jpg,52,41,8,down,2008-01-12,
57,Fake It,Seether,https://charts-static.billboard.com/img/2007/09/seether-tje-53x53.jpg,56,56,13,down,2008-01-12,
58,He Said She Said,Ashley Tisdale,https://charts-static.billboard.com/img/2007/01/ashley-tisdale-tw1-53x53.jpg,97,58,4,up,2008-01-12,
59,1234,Feist,https://charts-static.billboard.com/img/2007/05/feist-41w-53x53.jpg,66,8,14,up,2008-01-12,
60,Shawty Is A 10,The-Dream,https://charts-static.billboard.com/img/2007/06/the-dream-8ca-53x53.jpg,50,17,17,down,2008-01-12,
61,If I Had Eyes,Jack Johnson,https://charts-static.billboard.com/img/2007/12/jack-johnson-69r-53x53.jpg,47,47,3,down,2008-01-12,
62,Witch Doctor (2007),Alvin And The Chipmunks Featuring Chris Classic,https://charts-static.billboard.com/img/2008/01/alvin-and-the-chipmunks-2ls-53x53.jpg,,,,new,2008-01-12,
63,Letter To Me,Brad Paisley,https://charts-static.billboard.com/img/2007/10/brad-paisley-ws4-53x53.jpg,69,63,7,up,2008-01-12,
64,Stop And Stare,OneRepublic,https://charts-static.billboard.com/img/2007/12/onerepublic-bjw-53x53.jpg,79,64,3,up,2008-01-12,
65,Won't Go Home Without You,Maroon 5,https://charts-static.billboard.com/img/2007/12/maroon-5-9st-53x53.jpg,73,65,3,up,2008-01-12,
66,The Chipmunk Song (Christmas Don't Be Late) (2007),Alvin And The Chipmunks,https://charts-static.billboard.com/img/2007/12/alvin-and-the-chipmunks-2ls-53x53.jpg,70,66,2,up,2008-01-12,
67,Bad Day,Alvin And The Chipmunks,https:https://charts-static.billboard.com/img/2008/01/alvin-and-the-chipmunks-2ls-91x91.jpg,,,,new,2008-01-12,
68,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,https://charts-static.billboard.com/img/2007/10/webbie-s51-53x53.jpg,58,58,6,down,2008-01-12,
69,Shoulda Let You Go,Keyshia Cole Introducing Amina,https://charts-static.billboard.com/img/2007/09/keyshia-cole-3ov-53x53.jpg,51,41,14,down,2008-01-12,
70,Pictures Of You,The Last Goodnight,https://charts-static.billboard.com/img/2007/08/the-last-goodnight-6ef-53x53.jpg,86,70,12,up,2008-01-12,
71,Superstar,Lupe Fiasco Featuring Matthew Santos,https://charts-static.billboard.com/img/2007/10/lupe-fiasco-pvm-53x53.jpg,64,64,3,down,2008-01-12,
72,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,https://charts-static.billboard.com/img/2007/07/cassidy-wgd-53x53.jpg,63,33,16,down,2008-01-12,
73,Calabria 2008,Enur Featuring Natasja,https://charts-static.billboard.com/img/2007/10/enur-kl0-53x53.jpg,61,61,7,down,2008-01-12,
74,Watching Airplanes,Gary Allan,https://charts-static.billboard.com/img/2007/08/gary-allan-ncl-53x53.jpg,77,73,10,up,2008-01-12,
75,Firecracker,Josh Turner,https://charts-static.billboard.com/img/2007/07/josh-turner-ru7-53x53.jpg,71,50,16,down,2008-01-12,
76,Winner At A Losing Game,Rascal Flatts,https://charts-static.billboard.com/img/2007/10/rascal-flatts-o8u-53x53.jpg,74,61,10,down,2008-01-12,
77,What Do Ya Think About That,Montgomery Gentry,https://charts-static.billboard.com/img/2007/08/montgomery-gentry-k16-53x53.jpg,75,59,13,down,2008-01-12,
78,Cleaning This Gun (Come On In Boy),Rodney Atkins,https://charts-static.billboard.com/img/2007/10/rodney-atkins-r4o-53x53.jpg,88,78,6,up,2008-01-12,
79,How 'Bout Them Cowgirls,George Strait,https://charts-static.billboard.com/img/2007/08/george-strait-6xj-53x53.jpg,76,49,17,down,2008-01-12,
80,Freaky Gurl,Gucci Mane,https://charts-static.billboard.com/img/2007/05/gucci-mane-fyx-53x53.jpg,82,62,15,up,2008-01-12,
81,Baby Don't Go,Fabolous Featuring Jermaine Dupri,https://charts-static.billboard.com/img/2007/08/fabolous-3lg-53x53.jpg,72,23,18,down,2008-01-12,
82,The Way I Am,Ingrid Michaelson,https://charts-static.billboard.com/img/2007/10/ingrid-michaelson-k7e-53x53.jpg,87,37,10,up,2008-01-12,
83,Go Girl,Pitbull Featuring Trina & Young Bo$$,https://charts-static.billboard.com/img/2007/11/pitbull-odu-53x53.jpg,100,83,4,up,2008-01-12,
84,Feedback,Janet,https://charts-static.billboard.com/img/2007/12/janet-jackson-9z4-53x53.jpg,,,,new,2008-01-12,
